place_id,state,city,place_name,type,avg_budget,safety_score,hotel_cost_per_night,food_cost_per_day,transport_cost,railway_distance_km,bus_distance_km,airport_distance_km,family_friendly,place,good_place_1,good_place_2,bad_place_1,bad_place_2,hotel_name,women_safety,crowd_level,best_time,railway_distance,bus_distance,airport_distance,budget,lat,lng
4221,Madhya Pradesh,Khajuraho,Khajuraho Church 811,Adventure,10993,8.8,754,1022,1766,5,8,30,Yes,Tourist Place,Local Food Street,Adventure Zone,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,Moderate,High,Evening,12,8,5,15157,17.164991,73.656694
4222,Madhya Pradesh,Jabalpur,Jabalpur Zoo 551,Historical,17586,9.5,1059,571,1049,18,3,28,No,Tourist Place,Beach Market,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,Radisson Blu,Low,Low,Night,6,2,14,23057,27.544678,92.760186
4223,Madhya Pradesh,Indore,Indore Valley 113,Hill Station,18275,8.3,1645,1382,2982,12,8,38,Yes,Tourist Place,Historic Center,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,Treebo Residency,Moderate,Low,Morning,6,1,36,16251,34.144388,84.225197
4224,Delhi,New Delhi,New Delhi Zoo 525,Cultural,16357,7.3,4822,1228,2941,16,13,29,No,Tourist Place,Shopping Street,Lake View,Avoid dark forest roads,Avoid unsafe local alleys,ITC Grand,High,High,Evening,5,2,5,11867,21.113972,78.528842
4225,Andhra Pradesh,Vijayawada,Vijayawada Valley 609,Beach,24762,7.9,4643,548,2919,14,4,11,Yes,Tourist Place,Beach Market,Temple Area,Avoid deserted beach areas,Avoid crowded late-night bus stands,Leela Palace,Moderate,Low,Night,15,3,30,5460,13.099429,76.085613
4226,Andhra Pradesh,Tirupati,Tirupati Mosque 467,Adventure,16447,9.4,941,955,2314,9,14,40,Yes,Tourist Place,Beach Market,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,Leela Palace,Moderate,High,Evening,13,10,9,14505,19.165279,71.903599
4227,Andhra Pradesh,Visakhapatnam,Visakhapatnam Island 43,Adventure,24526,7.2,3739,518,1080,10,15,10,No,Tourist Place,Historic Center,Lake View,Avoid deserted beach areas,Avoid crowded late-night bus stands,Radisson Blu,Low,Medium,Evening,2,5,7,22409,34.994962,69.916928
4228,Andhra Pradesh,Araku Valley,Araku Valley Temple 275,Spiritual,22076,6.7,4516,595,2221,20,2,33,No,Tourist Place,City Mall,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,Moderate,Low,Morning,6,7,17,24207,34.226128,93.747106
4229,Andhra Pradesh,Amaravati,Amaravati Beach 19,Eco Tourism,14313,9.7,2502,1535,685,18,1,45,No,Tourist Place,Historic Center,Temple Area,Avoid dark forest roads,Avoid crowded late-night bus stands,Leela Palace,Moderate,High,Morning,2,1,13,24482,27.580191,95.478168
4230,Telangana,Hyderabad,Hyderabad Waterfall 330,Cultural,4347,7.2,3690,1765,629,8,1,29,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,Moderate,Medium,Evening,1,6,12,8240,20.684198,87.692959
4231,Telangana,Warangal,Warangal Waterfall 204,Cultural,4490,9.2,4065,601,460,10,6,31,Yes,Tourist Place,Historic Center,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,Moderate,Low,Morning,4,5,12,5013,31.47701,86.024588
4232,Telangana,Nizamabad,Nizamabad Fort 957,Cultural,22294,7.9,3443,389,2369,1,7,12,No,Tourist Place,Shopping Street,Sunset Point,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,Moderate,Medium,Morning,13,4,7,20924,19.690223,79.458069
4233,Telangana,Adilabad,Adilabad Caves 368,Wildlife,15790,7.4,3416,942,2423,18,15,33,Yes,Tourist Place,Beach Market,Sunset Point,Avoid unknown shortcuts,Avoid abandoned market areas,Taj Hotel,Low,High,Morning,10,7,12,19787,32.764635,86.731763
4234,Telangana,Karimnagar,Karimnagar Sanctuary 998,Wildlife,20785,7.2,3873,342,2890,20,2,32,Yes,Tourist Place,Beach Market,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,Treebo Residency,High,Medium,Evening,5,2,36,6471,10.789564,77.651289
4235,Tamil Nadu,Chennai,Chennai Dam 318,Spiritual,11373,7.2,4639,1227,811,10,9,20,No,Tourist Place,City Mall,Lake View,Avoid unknown shortcuts,Avoid remote hills after sunset,Taj Hotel,Moderate,Low,Night,11,4,7,8787,16.755574,82.246232
4236,Tamil Nadu,Madurai,Madurai Church 967,Spiritual,10325,9.6,1581,771,2622,2,3,48,Yes,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid unsafe local alleys,Taj Hotel,Moderate,Medium,Night,5,9,29,17250,33.69068,72.369001
4237,Tamil Nadu,Ooty,Ooty Museum 19,Historical,15297,8.3,1752,916,2765,6,3,20,No,Tourist Place,Local Food Street,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,Moderate,Medium,Night,9,5,20,16739,10.080061,74.603197
4238,Tamil Nadu,Kanyakumari,Kanyakumari Waterfall 137,Eco Tourism,6335,6.9,2103,1054,2422,9,13,14,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,Taj Hotel,Low,High,Evening,8,1,15,9511,8.859311,76.440843
4239,Tamil Nadu,Coimbatore,Coimbatore Sanctuary 840,Cultural,7646,8.8,1225,1964,701,7,15,27,No,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid unsafe local alleys,OYO Premium,Low,Low,Night,1,1,37,24191,23.485128,68.282941
4240,Karnataka,Bengaluru,Bengaluru Valley 126,Eco Tourism,18973,7.5,3313,431,1967,18,8,11,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,High,Medium,Morning,15,4,22,23937,24.034625,91.192405
4241,Karnataka,Mysuru,Mysuru Waterfall 666,Adventure,7681,7.0,1808,1686,2496,8,9,47,Yes,Tourist Place,Beach Market,Sunset Point,Avoid isolated roads at night,Avoid abandoned market areas,Taj Hotel,Moderate,Medium,Evening,1,7,22,24840,26.294113,83.821304
4242,Karnataka,Hampi,Hampi Dam 856,Desert,20564,7.2,4050,1784,1207,9,9,25,No,Tourist Place,City Mall,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Radisson Blu,High,Low,Morning,11,9,36,21170,21.18373,72.74666
4243,Karnataka,Coorg,Coorg Church 688,Adventure,20719,8.2,2739,1974,2333,14,11,24,Yes,Tourist Place,Shopping Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,Low,Low,Night,11,7,13,19808,31.935105,82.614959
4244,Karnataka,Mangalore,Mangalore Monument 861,Adventure,3797,7.8,1510,962,2603,17,5,28,No,Tourist Place,Local Food Street,Adventure Zone,Avoid dark forest roads,Avoid unsafe local alleys,Radisson Blu,High,Medium,Evening,3,8,37,4946,20.857073,76.505215
4245,Kerala,Kochi,Kochi National Park 736,Wildlife,18596,9.1,1141,1856,1171,6,15,21,No,Tourist Place,Shopping Street,Temple Area,Avoid dark forest roads,Avoid remote hills after sunset,ITC Grand,Moderate,High,Night,3,9,31,21690,9.161032,87.204018
4246,Kerala,Munnar,Munnar Lake 124,Wildlife,18618,6.6,3180,1940,258,7,8,28,No,Tourist Place,Local Food Street,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,Taj Hotel,Low,High,Evening,6,2,21,20208,14.358405,81.550623
4247,Kerala,Alappuzha,Alappuzha Island 93,Wildlife,16942,8.1,4336,1392,1071,4,2,13,No,Tourist Place,City Mall,Tourist Market,Avoid isolated roads at night,Avoid remote hills after sunset,Treebo Residency,High,High,Night,8,1,7,11677,25.768802,73.700447
4248,Kerala,Thekkady,Thekkady Fort 35,Desert,10237,7.1,1458,495,422,12,2,48,No,Tourist Place,Shopping Street,Adventure Zone,Avoid isolated roads at night,Avoid unsafe local alleys,Treebo Residency,Low,Low,Night,3,10,24,4582,26.358073,78.981964
4249,Kerala,Wayanad,Wayanad Lake 259,Wildlife,10226,6.8,1076,564,2846,16,4,8,No,Tourist Place,Beach Market,Tourist Market,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Leela Palace,Low,Medium,Night,14,4,23,6412,34.841266,74.664356
4250,Maharashtra,Mumbai,Mumbai Waterfall 428,Eco Tourism,10457,6.5,1605,641,2169,17,5,8,No,Tourist Place,Shopping Street,Sunset Point,Avoid deserted beach areas,Avoid abandoned market areas,Radisson Blu,Moderate,Low,Morning,14,8,18,15889,17.140442,81.007261
4251,Maharashtra,Pune,Pune Hill 923,Beach,24895,6.8,4713,481,1593,13,8,8,Yes,Tourist Place,City Mall,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,Treebo Residency,Moderate,Medium,Night,3,6,17,21237,20.546097,90.130722
4252,Maharashtra,Aurangabad,Aurangabad Island 618,Spiritual,18530,9.3,2763,1472,1053,11,6,30,Yes,Tourist Place,City Mall,Adventure Zone,Avoid isolated roads at night,Avoid abandoned market areas,Leela Palace,Moderate,Medium,Evening,4,9,30,22499,19.480381,93.346882
4253,Maharashtra,Lonavala,Lonavala Church 658,Adventure,2355,9.0,3229,773,969,20,15,9,Yes,Tourist Place,Historic Center,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,ITC Grand,Moderate,High,Evening,1,8,33,4789,19.283168,79.268374
4254,Maharashtra,Nashik,Nashik Monument 607,Historical,16412,9.5,4054,1040,944,4,2,28,No,Tourist Place,City Mall,Sunset Point,Avoid deserted beach areas,Avoid unsafe local alleys,ITC Grand,Low,High,Morning,11,2,13,11906,20.135009,76.035909
4255,Goa,Panaji,Panaji Church 229,Wildlife,24841,7.8,4253,1866,1648,4,11,44,No,Tourist Place,Beach Market,Lake View,Avoid dark forest roads,Avoid abandoned market areas,Treebo Residency,High,Medium,Morning,2,7,31,5364,30.931891,90.652435
4256,Goa,Margao,Margao Lake 729,Beach,23706,7.0,1631,1542,1540,20,12,5,No,Tourist Place,Local Food Street,Adventure Zone,Avoid dark forest roads,Avoid abandoned market areas,OYO Premium,Moderate,Low,Night,2,5,14,15437,28.771451,86.359044
4257,Goa,Mapusa,Mapusa Caves 69,Desert,3299,8.4,4054,1482,2126,5,3,20,No,Tourist Place,Shopping Street,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,OYO Premium,Moderate,Medium,Night,3,10,33,13452,19.530827,70.452596
4258,Goa,Vasco da Gama,Vasco da Gama Temple 949,Wildlife,6298,6.6,4945,537,343,20,4,18,No,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,ITC Grand,Low,Medium,Evening,15,8,29,11804,18.863454,94.24432
4259,Rajasthan,Jaipur,Jaipur Fort 126,Nature,22691,8.3,533,1493,1061,2,12,40,Yes,Tourist Place,Historic Center,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,Leela Palace,Moderate,Low,Evening,7,9,34,12504,26.043134,72.146905
4260,Rajasthan,Udaipur,Udaipur National Park 174,Cultural,13673,6.9,1000,519,1395,19,6,24,No,Tourist Place,Beach Market,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,Taj Hotel,Moderate,High,Evening,6,6,21,11820,22.189669,82.526539
4261,Rajasthan,Jaisalmer,Jaisalmer Monument 214,Spiritual,6119,7.7,784,1431,2084,12,5,5,Yes,Tourist Place,Beach Market,Lake View,Avoid unknown shortcuts,Avoid unsafe local alleys,ITC Grand,Moderate,Low,Evening,4,4,33,24812,19.249163,69.993424
4262,Rajasthan,Mount Abu,Mount Abu Zoo 527,Nature,19509,9.2,2846,459,2652,11,8,35,No,Tourist Place,Beach Market,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,Radisson Blu,Moderate,Medium,Morning,2,1,19,9457,14.718657,73.555988
4263,Rajasthan,Ajmer,Ajmer Palace 348,Eco Tourism,5408,7.0,4517,945,1008,10,10,13,No,Tourist Place,Shopping Street,Temple Area,Avoid deserted beach areas,Avoid crowded late-night bus stands,Treebo Residency,High,High,Evening,5,7,33,15898,9.821441,77.407239
4264,Uttar Pradesh,Agra,Agra Garden 953,Desert,18171,8.7,1420,1616,2570,13,9,45,No,Tourist Place,Beach Market,Adventure Zone,Avoid dark forest roads,Avoid unsafe local alleys,Leela Palace,Moderate,Medium,Night,1,3,37,4669,24.874205,70.055974
4265,Uttar Pradesh,Varanasi,Varanasi Sanctuary 600,Wildlife,12978,6.7,4845,1685,2123,5,12,13,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Moderate,Medium,Morning,5,1,10,6091,34.664529,74.676617
4266,Uttar Pradesh,Lucknow,Lucknow Waterfall 131,Nature,11145,9.5,3240,368,972,14,9,24,No,Tourist Place,Historic Center,Temple Area,Avoid dark forest roads,Avoid abandoned market areas,Taj Hotel,Moderate,Medium,Night,7,8,22,20429,32.478633,91.784382
4267,Uttar Pradesh,Prayagraj,Prayagraj Fort 428,Historical,18054,8.7,673,793,877,5,10,11,No,Tourist Place,Historic Center,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,Taj Hotel,Moderate,High,Night,4,6,9,22107,17.412114,79.157425
4268,Uttar Pradesh,Mathura,Mathura Waterfall 369,Nature,22276,6.6,2868,1853,1565,14,10,18,Yes,Tourist Place,City Mall,Sunset Point,Avoid deserted beach areas,Avoid crowded late-night bus stands,Radisson Blu,Moderate,High,Evening,4,6,19,8323,29.919763,76.131874
4269,Uttarakhand,Rishikesh,Rishikesh Temple 196,Beach,10690,9.3,2565,852,1301,19,15,10,Yes,Tourist Place,Shopping Street,Lake View,Avoid isolated roads at night,Avoid crowded late-night bus stands,Taj Hotel,High,Medium,Morning,9,9,39,23131,11.581197,96.678892
4270,Uttarakhand,Haridwar,Haridwar Museum 578,Beach,19285,9.8,4728,1277,1461,1,2,46,Yes,Tourist Place,Local Food Street,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,OYO Premium,Moderate,Medium,Night,15,2,28,22160,14.464986,71.817006
4271,Uttarakhand,Nainital,Nainital Dam 219,Adventure,15929,7.4,959,1715,1775,9,3,23,Yes,Tourist Place,Shopping Street,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,Moderate,High,Evening,13,7,40,24577,24.477547,71.054808
4272,Uttarakhand,Mussoorie,Mussoorie Riverfront 173,Hill Station,18015,7.6,4534,1913,1241,19,14,21,Yes,Tourist Place,Beach Market,Tourist Market,Avoid dark forest roads,Avoid abandoned market areas,OYO Premium,Low,Low,Morning,11,3,29,17621,14.523132,69.633633
4273,Uttarakhand,Dehradun,Dehradun Beach 832,Nature,19291,7.9,4746,706,1215,15,1,21,Yes,Tourist Place,Local Food Street,Temple Area,Avoid dark forest roads,Avoid crowded late-night bus stands,ITC Grand,High,Low,Night,5,2,18,6757,10.768836,74.40054
4274,Himachal Pradesh,Shimla,Shimla Caves 835,Historical,13238,7.2,826,682,1493,13,11,24,No,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid unsafe local alleys,Taj Hotel,Low,High,Night,3,5,23,10794,16.715904,76.088925
4275,Himachal Pradesh,Manali,Manali Zoo 74,Spiritual,23610,9.7,3636,1993,681,20,1,43,Yes,Tourist Place,City Mall,Sunset Point,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Taj Hotel,Low,High,Morning,3,2,32,16039,16.1854,85.004342
4276,Himachal Pradesh,Dharamshala,Dharamshala Garden 291,Beach,8147,8.9,3508,884,1512,16,10,38,No,Tourist Place,Local Food Street,Lake View,Avoid deserted beach areas,Avoid crowded late-night bus stands,Treebo Residency,Moderate,High,Night,2,5,32,12417,20.305769,83.840803
4277,Himachal Pradesh,Kullu,Kullu Temple 726,Desert,22755,9.5,922,1144,2082,2,7,23,No,Tourist Place,Historic Center,Lake View,Avoid isolated roads at night,Avoid abandoned market areas,ITC Grand,Low,Low,Night,15,3,34,21024,27.937699,96.073888
4278,Himachal Pradesh,Kasol,Kasol Caves 142,Nature,13671,7.7,945,1586,919,19,8,12,No,Tourist Place,Local Food Street,Sunset Point,Avoid unknown shortcuts,Avoid abandoned market areas,ITC Grand,High,Medium,Morning,8,5,29,8667,27.335432,70.211772
4279,Jammu and Kashmir,Srinagar,Srinagar Island 532,Spiritual,19630,9.6,993,1678,1980,17,1,48,No,Tourist Place,Beach Market,Tourist Market,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,High,High,Evening,3,8,28,22238,26.615607,70.683497
4280,Jammu and Kashmir,Gulmarg,Gulmarg Museum 351,Beach,24201,8.4,1239,1969,642,20,5,27,No,Tourist Place,Local Food Street,Lake View,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,Moderate,Medium,Night,12,9,36,5869,29.752804,82.154091
4281,Jammu and Kashmir,Pahalgam,Pahalgam Monument 448,Cultural,23506,9.7,1876,1005,2188,3,15,9,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid deserted beach areas,Avoid abandoned market areas,Taj Hotel,Moderate,Low,Night,7,1,22,10339,23.756334,93.465953
4282,Jammu and Kashmir,Sonamarg,Sonamarg Temple 57,Cultural,4212,7.1,2633,875,1770,11,7,36,No,Tourist Place,Historic Center,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,Moderate,Low,Night,1,5,29,18980,25.474139,87.165906
4283,West Bengal,Kolkata,Kolkata Valley 742,Wildlife,18539,7.9,4240,976,972,16,15,7,No,Tourist Place,Local Food Street,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,OYO Premium,Low,High,Night,8,7,8,9877,34.043297,76.518756
4284,West Bengal,Darjeeling,Darjeeling Fort 15,Desert,21015,7.6,4176,1355,1552,18,9,45,No,Tourist Place,Shopping Street,Lake View,Avoid dark forest roads,Avoid remote hills after sunset,Radisson Blu,Moderate,Low,Night,3,6,25,15642,17.122639,72.351369
4285,West Bengal,Siliguri,Siliguri Island 599,Hill Station,14672,8.3,2076,504,2115,16,3,32,Yes,Tourist Place,City Mall,Lake View,Avoid dark forest roads,Avoid unsafe local alleys,ITC Grand,Moderate,High,Night,4,7,30,11690,23.668309,87.585152
4286,West Bengal,Sundarbans,Sundarbans Island 961,Wildlife,5926,6.7,1447,1411,272,11,6,49,No,Tourist Place,Local Food Street,Tourist Market,Avoid isolated roads at night,Avoid crowded late-night bus stands,Treebo Residency,Moderate,High,Night,11,5,13,10991,27.68195,96.83954
4287,Gujarat,Ahmedabad,Ahmedabad Monument 626,Beach,11608,8.6,4835,1662,1336,10,1,47,Yes,Tourist Place,Historic Center,Lake View,Avoid isolated roads at night,Avoid unsafe local alleys,Radisson Blu,Moderate,High,Morning,2,5,16,4375,24.699899,84.430176
4288,Gujarat,Dwarka,Dwarka Monument 95,Hill Station,2781,7.7,3550,1802,1296,1,12,18,Yes,Tourist Place,Beach Market,Sunset Point,Avoid dark forest roads,Avoid crowded late-night bus stands,OYO Premium,Low,Low,Morning,13,10,25,6749,12.769441,68.221871
4289,Gujarat,Gir,Gir Valley 973,Hill Station,12563,9.8,2810,671,390,3,5,36,Yes,Tourist Place,Shopping Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,Moderate,Low,Morning,7,4,21,12141,34.278801,88.853467
4290,Gujarat,Kutch,Kutch Valley 54,Historical,5882,8.1,2209,1733,2769,14,7,7,No,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid crowded late-night bus stands,Taj Hotel,Low,Medium,Morning,1,8,21,10743,19.229801,95.932888
4291,Gujarat,Somnath,Somnath Waterfall 634,Wildlife,15601,8.7,4464,1348,633,12,1,7,Yes,Tourist Place,City Mall,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,Radisson Blu,High,Low,Evening,14,9,40,7108,22.031358,84.387381
4292,Punjab,Amritsar,Amritsar Lake 24,Nature,21156,7.1,3011,1012,1555,9,7,28,Yes,Tourist Place,Historic Center,Tourist Market,Avoid dark forest roads,Avoid remote hills after sunset,Leela Palace,Low,Low,Evening,14,7,38,5859,13.844211,74.232264
4293,Punjab,Chandigarh,Chandigarh Valley 342,Wildlife,2813,8.1,3981,558,1090,16,2,22,No,Tourist Place,Beach Market,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,Radisson Blu,Moderate,High,Morning,15,3,33,21463,34.498192,94.048746
4294,Punjab,Ludhiana,Ludhiana Fort 847,Hill Station,22199,6.6,1623,1822,909,14,12,41,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,OYO Premium,Moderate,High,Evening,10,10,9,12506,11.640714,79.981082
4295,Punjab,Patiala,Patiala Lake 165,Wildlife,18919,8.8,3647,1531,1210,1,2,20,Yes,Tourist Place,Historic Center,Lake View,Avoid isolated roads at night,Avoid unsafe local alleys,Radisson Blu,Low,Medium,Night,13,3,8,13269,26.594161,89.384109
4296,Bihar,Patna,Patna Island 162,Hill Station,5307,9.0,2447,1799,1287,7,1,45,Yes,Tourist Place,Beach Market,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,High,High,Morning,2,3,9,7710,34.749709,70.734247
4297,Bihar,Gaya,Gaya Valley 827,Beach,18624,8.8,4036,797,730,12,9,40,No,Tourist Place,City Mall,Adventure Zone,Avoid unknown shortcuts,Avoid unsafe local alleys,Taj Hotel,High,Low,Night,15,9,23,16173,9.593534,76.00836
4298,Bihar,Nalanda,Nalanda Caves 758,Cultural,10018,9.2,2024,1168,1250,20,5,6,No,Tourist Place,Shopping Street,Sunset Point,Avoid isolated roads at night,Avoid unsafe local alleys,ITC Grand,Moderate,Low,Night,8,5,24,12236,27.85154,95.196697
4299,Bihar,Vaishali,Vaishali Island 934,Nature,8842,8.2,717,1167,456,7,3,13,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid dark forest roads,Avoid remote hills after sunset,Taj Hotel,Low,Low,Night,14,4,21,9865,13.127188,68.521041
4300,Odisha,Puri,Puri Palace 709,Eco Tourism,24427,7.0,4903,1939,261,4,12,41,Yes,Tourist Place,Beach Market,Tourist Market,Avoid isolated roads at night,Avoid abandoned market areas,Radisson Blu,Low,Low,Night,4,8,19,8120,8.962031,85.378707
4301,Odisha,Konark,Konark Caves 940,Nature,21551,9.1,4817,1839,1900,9,13,42,Yes,Tourist Place,City Mall,Adventure Zone,Avoid unknown shortcuts,Avoid abandoned market areas,Taj Hotel,Low,Low,Night,10,1,13,13582,13.371045,69.92411
4302,Odisha,Bhubaneswar,Bhubaneswar Caves 582,Desert,24868,9.6,1198,1087,2885,17,10,25,No,Tourist Place,Historic Center,Adventure Zone,Avoid dark forest roads,Avoid crowded late-night bus stands,Leela Palace,High,Low,Night,5,8,28,11163,15.841485,75.740162
4303,Odisha,Cuttack,Cuttack National Park 536,Adventure,14768,8.3,2468,1711,990,15,9,29,Yes,Tourist Place,Historic Center,Temple Area,Avoid isolated roads at night,Avoid unsafe local alleys,Taj Hotel,High,Medium,Evening,1,9,24,11969,20.276401,93.406741
4304,Assam,Guwahati,Guwahati Mosque 837,Hill Station,19557,7.0,4158,1402,1220,9,9,29,No,Tourist Place,Local Food Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,High,Low,Morning,7,10,9,23205,8.722056,95.196487
4305,Assam,Kaziranga,Kaziranga Monument 421,Beach,5713,7.7,1279,621,1938,13,12,16,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid isolated roads at night,Avoid unsafe local alleys,Leela Palace,Low,Low,Morning,10,6,11,4479,19.163637,85.072004
4306,Assam,Majuli,Majuli Temple 210,Desert,24348,8.5,4818,1239,684,18,4,44,Yes,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid remote hills after sunset,Leela Palace,Low,Medium,Evening,5,8,20,11212,32.824768,74.454046
4307,Assam,Sivasagar,Sivasagar Hill 363,Nature,7605,8.5,4588,1131,1175,5,15,34,Yes,Tourist Place,Beach Market,Lake View,Avoid dark forest roads,Avoid remote hills after sunset,Taj Hotel,Moderate,High,Night,13,5,17,9930,15.772762,82.062166
4308,Madhya Pradesh,Bhopal,Bhopal Monument 627,Hill Station,10830,7.5,2290,1802,499,5,15,36,Yes,Tourist Place,Historic Center,Tourist Market,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Taj Hotel,Moderate,Medium,Night,12,10,37,21810,17.381684,94.283195
4309,Madhya Pradesh,Khajuraho,Khajuraho Beach 140,Spiritual,19750,6.7,4118,798,446,9,1,50,Yes,Tourist Place,Beach Market,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,ITC Grand,Low,High,Morning,5,1,17,13100,24.138204,78.375007
4310,Madhya Pradesh,Jabalpur,Jabalpur Waterfall 819,Beach,24595,8.2,1290,1646,2966,20,15,12,No,Tourist Place,City Mall,Temple Area,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,Low,Low,Morning,5,3,24,13093,25.577036,91.458865
4311,Madhya Pradesh,Indore,Indore Temple 382,Cultural,21643,8.6,4632,1056,563,11,12,32,No,Tourist Place,Beach Market,Tourist Market,Avoid isolated roads at night,Avoid crowded late-night bus stands,ITC Grand,High,Low,Morning,8,7,39,13109,22.382504,96.100331
4312,Delhi,New Delhi,New Delhi Zoo 884,Cultural,13013,9.7,780,1146,724,14,14,23,Yes,Tourist Place,Beach Market,Lake View,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,Low,Low,Evening,4,9,15,24800,12.844516,89.382682
4313,Andhra Pradesh,Vijayawada,Vijayawada Sanctuary 290,Hill Station,15287,8.7,1147,667,949,6,6,6,Yes,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,OYO Premium,Moderate,Low,Evening,14,1,14,22790,18.894819,81.547928
4314,Andhra Pradesh,Tirupati,Tirupati Lake 735,Spiritual,14850,7.8,3014,1964,477,16,3,29,No,Tourist Place,Local Food Street,Lake View,Avoid isolated roads at night,Avoid abandoned market areas,Leela Palace,Low,Medium,Morning,5,8,35,8107,33.02749,81.939918
4315,Andhra Pradesh,Visakhapatnam,Visakhapatnam Dam 268,Cultural,4346,8.4,2414,559,1516,17,13,16,Yes,Tourist Place,Shopping Street,Temple Area,Avoid deserted beach areas,Avoid crowded late-night bus stands,Leela Palace,Low,Medium,Night,3,10,23,22339,32.177868,77.467882
4316,Andhra Pradesh,Araku Valley,Araku Valley Caves 284,Eco Tourism,7166,6.7,3053,981,2451,3,4,32,No,Tourist Place,City Mall,Adventure Zone,Avoid dark forest roads,Avoid crowded late-night bus stands,Radisson Blu,High,Medium,Evening,5,10,36,17013,13.864752,79.592005
4317,Andhra Pradesh,Amaravati,Amaravati Monument 132,Desert,11642,8.9,2321,867,2224,6,13,8,Yes,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid unsafe local alleys,Taj Hotel,High,High,Evening,8,3,23,15006,13.169351,75.037207
4318,Telangana,Hyderabad,Hyderabad Garden 27,Historical,6936,9.6,1675,1275,2392,11,13,17,Yes,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid abandoned market areas,OYO Premium,Low,Low,Evening,15,10,26,16675,34.064202,71.543578
4319,Telangana,Warangal,Warangal Caves 862,Desert,14933,6.9,3721,476,2655,4,15,12,Yes,Tourist Place,Historic Center,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,ITC Grand,Low,High,Morning,13,9,30,9006,17.887868,73.475998
